"oid","feature","value"
"919","juventus","0.29055644239766"
"919","turin","0.3426184157996"
"919","liga","0.23006151415946"
"919","mistre","0.25715947280095"
"919","olympiacos","0.076400355666284"
"919","fotbal","0.17457801462155"
"919","italie","0.17384486661951"
"919","typ4","0.090195048953564"
"919","str2","0.0571492313955"
"919","dopr1","0.019446685397475"
"919","ubyt6","0.046315247753639"
"919","ubytkat2","0.062867056873092"
"919","delka3","0.049408697070023"
"919","sleva1","0.041082659711533"
"919","avgprice10000","0.047102542831507"
"919","avgpricenight10000","0.080819264084508"
"919","termin11","0.034653051531072"
"1192","atp","0.19079557519658"
"1192","masters","0.2241578104275"
"1192","letecky","0.13736042384184"
"1192","double","0.30560142266514"
"1192","hraci","0.27409473263968"
"1192","dny3","0.33710811269059"
"1192","noci","0.086497715137634"
"1192","zakl","0.33710811269059"
"1192","skup","0.33710811269059"
"1192","anglie","0.17422088821531"
"1192","tenis","0.15664029843822"
"1192","londyn","0.18729734605403"
"1192","typ4","0.072156039162851"
"1192","str2","0.0571492313955"
"1192","dopr3","0.08001757583514"
"1192","ubyt6","0.037052198202911"
"1192","ubytkat2","0.050293645498473"
"1192","delka6","0.043476092037063"
"1192","sleva1","0.032866127769226"
"1192","avgprice20000","0.067823758262654"
"1192","avgpricenight10000","0.080819264084508"
"1192","termin11","0.069306103062143"
"1202","priessnitzovy","0.29034702833794"
"1202","leeebne","0.20987513271624"
"1202","lazne","0.093755746701725"
"1202","jesenik","0.22915825675684"
"1202","silvestrovsky","0.15171759222595"
"1202","pobyt","0.055596483838547"
"1202","noci","0.095147486651397"
"1202","eeska","0.059789415454659"
"1202","republika","0.059789415454659"
"1202","jeseniky","0.22915825675684"
"1202","typ3","0.044056860408963"
"1202","str3","0.041510341216913"
"1202","dopr1","0.017113083149778"
"1202","ubyt7","0.041925856073594"
"1202","ubytkat0","0.047356408119858"
"1202","delka9","0.068096956646178"
"1202","sleva6","0.03843450528148"
"1202","avgprice10000","0.051812797114658"
"1202","avgpricenight1200","0.055141521645792"
"1202","termin12","0.065690994228968"
"1235","atp","0.19988107877737"
"1235","masters","0.23483199187643"
"1235","semifinale","0.2059683821826"
"1235","noci","0.090616653953712"
"1235","semifinalove","0.32015387136348"
"1235","zapasy","0.32015387136348"
"1235","odpoledni","0.30084600907261"
"1235","blok","0.28714686276538"
"1235","anglie","0.18251712098747"
"1235","tenis","0.16409936026861"
"1235","londyn","0.1962162672947"
"1235","typ4","0.075592041027749"
"1235","str2","0.059870623366714"
"1235","dopr3","0.083827936589194"
"1235","ubyt6","0.038816588593526"
"1235","ubytkat2","0.052688580998401"
"1235","delka3","0.041409193734876"
"1235","sleva1","0.034431181472523"
"1235","avgprice100000","0.098085343072425"
"1235","avgpricenight100000","0.12598542165368"
"1235","termin11","0.07260639368415"
"1298","sklene","0.24853113818365"
"1298","teplice","0.13339323630246"
"1298","lenka","0.24853113818365"
"1298","park","0.1566306711499"
"1298","relax","0.15153676069503"
"1298","thermal","0.21050696217328"
"1298","silvestrovsky","0.1444929449771"
"1298","pobyt","0.052949032227188"
"1298","noci","0.090616653953712"
"1298","slovensko","0.058775884403633"
"1298","skelne","0.24853113818365"
"1298","typ3","0.041958914675203"
"1298","str4","0.13292407932898"
"1298","dopr1","0.01629817442836"
"1298","ubyt7","0.039929386736756"
"1298","ubytkat0","0.045101341066531"
"1298","delka6","0.045546382134066"
"1298","sleva1","0.034431181472523"
"1298","avgprice10000","0.049345521061579"
"1298","avgpricenight2500","0.042445181969022"
"1298","termin12","0.062562851646636"
"1462","atp","0.19988107877737"
"1462","masters","0.23483199187643"
"1462","semifinale","0.2059683821826"
"1462","noc","0.30084600907261"
"1462","semifinalove","0.32015387136348"
"1462","zapasy","0.32015387136348"
"1462","veeerni","0.32015387136348"
"1462","blok","0.28714686276538"
"1462","anglie","0.18251712098747"
"1462","tenis","0.16409936026861"
"1462","londyn","0.1962162672947"
"1462","typ4","0.075592041027749"
"1462","str2","0.059870623366714"
"1462","dopr3","0.083827936589194"
"1462","ubyt6","0.038816588593526"
"1462","ubytkat2","0.052688580998401"
"1462","delka3","0.041409193734876"
"1462","sleva1","0.034431181472523"
"1462","avgprice20000","0.071053461037066"
"1462","avgpricenight100000","0.12598542165368"
"1462","termin11","0.07260639368415"
"1823","hotel","0.05425996102691"
"1823","maj","0.30321432010821"
"1823","pieseany","0.22844864771871"
"1823","silvestrovsky","0.18964699028244"
"1823","pobyt","0.069495604798184"
"1823","slovensko","0.077143348279769"
"1823","typ3","0.055071075511204"
"1823","str3","0.051887926521141"
"1823","dopr1","0.021391353937223"
"1823","ubyt7","0.052407320091993"
"1823","ubytkat0","0.059195510149822"
"1823","delka6","0.059779626550962"
"1823","sleva6","0.04804313160185"
"1823","avgprice10000","0.064765996393323"
"1823","avgpricenight2500","0.055709301334342"
"1823","termin12","0.08211374278621"
"1837","kupele","0.2254623259257"
"1837","smokovec","0.25181672136846"
"1837","novy","0.27316410335019"
"1837","silvestrovsky","0.17849128497171"
"1837","pobyt","0.06540762804535"
"1837","slovensko","0.072605504263312"
"1837","typ3","0.051831600481133"
"1837","str3","0.024417847774654"
"1837","dopr1","0.020133038999739"
"1837","ubyt7","0.049324536557169"
"1837","ubytkat0","0.05571342131748"
"1837","delka9","0.040057033321281"
"1837","sleva6","0.045217065037035"
"1837","avgprice10000","0.030478115949799"
"1837","avgpricenight1200","0.064872378406814"
"1837","termin12","0.077283522622315"
"1452","lazne","0.089291187334976"
"1452","libverda","0.2211328455692"
"1452","mimoeadna","0.28714686276538"
"1452","nabidka","0.24351397077138"
"1452","denni","0.30084600907261"
"1452","pobyt","0.052949032227188"
"1452","pro","0.17296137358451"
"1452","dvojice","0.21552412958556"
"1452","hoste","0.35316087996157"
"1452","eeska","0.056942300433009"
"1452","republika","0.056942300433009"
"1452","typ3","0.041958914675203"
"1452","str3","0.039533658301822"
"1452","dopr1","0.01629817442836"
"1452","ubyt0","0.093998131841483"
"1452","ubytkat3","0.074484571400879"
"1452","delka6","0.045546382134066"
"1452","sleva6","0.036604290744267"
"1452","avgprice5000","0.059569553569596"
"1452","avgpricenight1200","0.052515734900754"
"1452","termin01","0.035068053017143"
"1348","hotel","0.048231076468364"
"1348","manes","0.31247883388694"
"1348","karlovy","0.2402964458797"
"1348","vary","0.2402964458797"
"1348","silvestrovsky","0.16857510247328"
"1348","pobyt","0.061773870931719"
"1348","eeska","0.06643268383851"
"1348","republika","0.06643268383851"
"1348","typ3","0.048952067121071"
"1348","str3","0.046122601352125"
"1348","dopr1","0.019014536833087"
"1348","ubyt0","0.1096644871484"
"1348","ubytkat3","0.086898666634359"
"1348","delka6","0.053137445823077"
"1348","sleva6","0.042705005868311"
"1348","avgprice10000","0.057569774571842"
"1348","avgpricenight2500","0.049519378963859"
"1348","termin12","0.072989993587742"
"1147","apartmany","0.22882458556334"
"1147","flora","0.26623568948804"
"1147","velky","0.20853985107559"
"1147","meder","0.2178121419111"
"1147","rekreaeni","0.2136581673691"
"1147","pobyt","0.06540762804535"
"1147","slovensko","0.072605504263312"
"1147","typ3","0.051831600481133"
"1147","str1","0.087301958337936"
"1147","dopr1","0.020133038999739"
"1147","ubyt0","0.1161153393336"
"1147","ubytkat0","0.05571342131748"
"1147","delka3","0.0511525334372"
"1147","sleva6","0.045217065037035"
"1147","avgprice500","0.15271158315223"
"1147","avgpricenight600","0.12088743020491"
"1147","termin09","0.039782155014862"
"2368","hotel","0.048231076468364"
"2368","vega","0.23782690351465"
"2368","luhaeovice","0.21141447591937"
"2368","pohlazeni","0.37351284992405"
"2368","babiho","0.37351284992405"
"2368","leta","0.37351284992405"
"2368","eeska","0.06643268383851"
"2368","republika","0.06643268383851"
"2368","typ3","0.048952067121071"
"2368","str3","0.046122601352125"
"2368","dopr1","0.019014536833087"
"2368","ubyt0","0.1096644871484"
"2368","ubytkat3","0.086898666634359"
"2368","delka3","0.048310726024022"
"2368","sleva1","0.040169711717943"
"2368","avgprice2500","0.11288241202244"
"2368","avgpricenight1200","0.061268357384213"
"2368","termin09","0.075144070583629"
"1492","penzion","0.20974596679041"
"1492","gelencser","0.42020195616456"
"1492","heviz","0.3419042706336"
"1492","kratkodoby","0.32619711886604"
"1492","pobyt","0.069495604798184"
"1492","maearsko","0.22288942984268"
"1492","typ3","0.055071075511204"
"1492","str2","0.078580193168812"
"1492","dopr1","0.021391353937223"
"1492","ubyt7","0.052407320091993"
"1492","ubytkat0","0.059195510149822"
"1492","delka6","0.059779626550962"
"1492","sleva6","0.04804313160185"
"1492","avgprice2500","0.12699271352524"
"1492","avgpricenight1200","0.06892690205724"
"1492","termin09","0.084537079406582"
"533","penzion","0.20974596679041"
"533","gelencser","0.42020195616456"
"533","heviz","0.3419042706336"
"533","wellness","0.16806191628004"
"533","pobyt","0.069495604798184"
"533","maearsko","0.22288942984268"
"533","typ3","0.055071075511204"
"533","str2","0.078580193168812"
"533","dopr1","0.021391353937223"
"533","ubyt7","0.052407320091993"
"533","ubytkat0","0.059195510149822"
"533","delka9","0.085121195807722"
"533","sleva6","0.04804313160185"
"533","avgprice5000","0.078185039060094"
"533","avgpricenight600","0.12844289459272"
"533","termin09","0.084537079406582"
"2444","hotel","0.051068198613562"
"2444","thermal","0.26003801209641"
"2444","velky","0.20853985107559"
"2444","meder","0.2178121419111"
"2444","vanoeni","0.21501049197055"
"2444","pobyt","0.06540762804535"
"2444","slovensko","0.072605504263312"
"2444","typ3","0.051831600481133"
"2444","str3","0.048835695549309"
"2444","dopr1","0.020133038999739"
"2444","ubyt6","0.047949903556709"
"2444","ubytkat2","0.065085894174495"
"2444","delka6","0.056263177930317"
"2444","sleva6","0.045217065037035"
"2444","avgprice10000","0.060956231899598"
"2444","avgpricenight2500","0.052432283608792"
"2444","termin12","0.077283522622315"
"900","hotel","0.051068198613562"
"900","park","0.19348494671458"
"900","hokovce","0.32179225471398"
"900","dudince","0.23618712338416"
"900","vanoeni","0.21501049197055"
"900","pobyt","0.06540762804535"
"900","slovensko","0.072605504263312"
"900","typ3","0.051831600481133"
"900","str4","0.16420033328874"
"900","dopr2","0.12578022470367"
"900","ubyt0","0.1161153393336"
"900","ubytkat3","0.092010352906968"
"900","delka9","0.080114066642562"
"900","sleva1","0.042532635936646"
"900","avgprice10000","0.060956231899598"
"900","avgpricenight1200","0.064872378406814"
"900","termin12","0.077283522622315"
"901","hotel","0.051068198613562"
"901","park","0.19348494671458"
"901","hokovce","0.32179225471398"
"901","dudince","0.23618712338416"
"901","silvestrovsky","0.17849128497171"
"901","pobyt","0.06540762804535"
"901","slovensko","0.072605504263312"
"901","typ3","0.051831600481133"
"901","str4","0.16420033328874"
"901","dopr2","0.12578022470367"
"901","ubyt0","0.1161153393336"
"901","ubytkat3","0.092010352906968"
"901","delka9","0.080114066642562"
"901","sleva1","0.042532635936646"
"901","avgprice10000","0.060956231899598"
"901","avgpricenight2500","0.052432283608792"
"901","termin12","0.077283522622315"
"2530","hotel","0.043407968821528"
"2530","orchidea","0.25568966930994"
"2530","velky","0.17725887341425"
"2530","meder","0.18514032062443"
"2530","seniorsky","0.16955133942289"
"2530","pobyt","0.055596483838547"
"2530","noci","0.095147486651397"
"2530","autokarem","0.20420869845089"
"2530","termale","0.21859280207348"
"2530","slovensko","0.061714678623815"
"2530","typ3","0.044056860408963"
"2530","str3","0.041510341216913"
"2530","dopr1","0.017113083149778"
"2530","ubyt6","0.040757418023203"
"2530","ubytkat2","0.055323010048321"
"2530","delka6","0.015941233746923"
"2530","sleva1","0.036152740546149"
"2530","avgprice5000","0.062548031248075"
"2530","avgpricenight2500","0.014855813689158"
"2530","termin09","0.022543221175089"
"2624","rajecke","0.23425831027693"
"2624","teplice","0.16477988013833"
"2624","aphrodita","0.26305526470744"
"2624","silvestrovsky","0.17849128497171"
"2624","pobyt","0.06540762804535"
"2624","slovensko","0.072605504263312"
"2624","typ3","0.051831600481133"
"2624","str2","0.036978914432382"
"2624","dopr1","0.020133038999739"
"2624","ubyt0","0.1161153393336"
"2624","ubytkat4","0.16715691180527"
"2624","delka9","0.040057033321281"
"2624","sleva1","0.021266317968323"
"2624","avgprice20000","0.087771922457553"
"2624","avgpricenight2500","0.026216141804396"
"2624","termin12","0.077283522622315"
"2643","hotel","0.05425996102691"
"2643","park","0.20557775588424"
"2643","pieseany","0.22844864771871"
"2643","silvestrovsky","0.18964699028244"
"2643","pobyt","0.069495604798184"
"2643","slovensko","0.077143348279769"
"2643","typ3","0.055071075511204"
"2643","str3","0.051887926521141"
"2643","dopr1","0.021391353937223"
"2643","ubyt6","0.050946772529003"
"2643","ubytkat2","0.069153762560401"
"2643","delka6","0.059779626550962"
"2643","sleva1","0.045190925682686"
"2643","avgprice10000","0.064765996393323"
"2643","avgpricenight2500","0.055709301334342"
"2643","termin12","0.08211374278621"
"2704","islandska","0.22410770995443"
"2704","pohlednice","0.22410770995443"
"2704","vyprava","0.2472126159731"
"2704","polarni","0.2472126159731"
"2704","zaei","0.2472126159731"
"2704","island","0.19356468555863"
"2704","islandske","0.22410770995443"
"2704","vodopady","0.1778978979171"
"2704","modra","0.22410770995443"
"2704","laguna","0.21059220635083"
"2704","peirodni","0.22410770995443"
"2704","termalni","0.15277217117122"
"2704","koupaliste","0.20100280393577"
"2704","narodni","0.15277217117122"
"2704","park","0.10964146980493"
"2704","thingvellir","0.22410770995443"
"2704","reykjavik","0.22410770995443"
"2704","hlavni","0.12595974398222"
"2704","mesto","0.10559610790479"
"2704","islandu","0.22410770995443"
"2704","typ2","0.077832470473615"
"2704","str2","0.0419094363567"
"2704","dopr3","0.058679555612436"
"2704","ubyt7","0.027950570715729"
"2704","ubytkat0","0.031570938746572"
"2704","delka6","0.031882467493846"
"2704","sleva1","0.024101827030766"
"2704","avgprice10000","0.001501820206222"
"2704","avgpricenight2500","0.0012918098860137"
"2704","termin10","0.0038081735784909"
"373","arsenal","0.31365520039966"
"373","liga","0.2530676655754"
"373","mistre","0.28287542008105"
"373","galatasaray","0.056408626701114"
"373","1945","0.18008655264195"
"373","anglie","0.23955372129605"
"373","fotbal","0.1920358160837"
"373","typ4","0.09921455384892"
"373","str2","0.078580193168812"
"373","dopr3","0.11002416677332"
"373","ubyt6","0.050946772529003"
"373","ubytkat2","0.069153762560401"
"373","delka3","0.054349566777025"
"373","sleva1","0.045190925682686"
"373","avgprice20000","0.03996757183335"
"373","avgpricenight100000","0.094489066240259"
"373","termin10","0.035191604051233"
"301","hotel","0.051068198613562"
"301","thermal","0.26003801209641"
"301","velky","0.20853985107559"
"301","meder","0.2178121419111"
"301","rekreaeni","0.2136581673691"
"301","pobyt","0.06540762804535"
"301","slovensko","0.072605504263312"
"301","typ3","0.051831600481133"
"301","str3","0.048835695549309"
"301","dopr1","0.020133038999739"
"301","ubyt6","0.047949903556709"
"301","ubytkat2","0.065085894174495"
"301","delka3","0.0511525334372"
"301","sleva6","0.045217065037035"
"301","avgprice1200","0.13046361458395"
"301","avgpricenight1200","0.064872378406814"
"301","termin10","0.025761174207438"
"2945","rio","0.30081137565876"
"2945","janeiro","0.33085994176264"
"2945","vylet","0.39548419403723"
"2945","sao","0.37163330532499"
"2945","paulo","0.32179225471398"
"2945","formule","0.20977828691076"
"2945","brazilie","0.28537818363126"
"2945","typ4","0.093378403622513"
"2945","str2","0.073957828864764"
"2945","dopr3","0.10355215696312"
"2945","ubyt6","0.047949903556709"
"2945","ubytkat2","0.065085894174495"
"2945","delka3","0.0511525334372"
"2945","sleva1","0.042532635936646"
"2945","avgprice10000","0.060956231899598"
"2945","avgpricenight5000","0.11265413344989"
"2945","termin11","0.089690251021597"
"2976","ryder","0.4944252319462"
"2976","cup","0.32342860811543"
"2976","2014","0.30554434234245"
"2976","golf","0.38712937111726"
"2976","skotsko","0.35579579583421"
"2976","typ4","0.10582885743885"
"2976","str1","0.098942219449661"
"2976","dopr3","0.11735911122487"
"2976","ubyt6","0.054343224030937"
"2976","ubytkat2","0.073764013397761"
"2976","delka6","0.063764934987693"
"2976","sleva1","0.048203654061532"
"2976","avgprice100000","0.13731948030139"
"2976","avgpricenight100000","0.17637959031515"
"2976","termin09","0.090172884700355"
"2981","hotel","0.048231076468364"
"2981","magnolia","0.27397065718916"
"2981","pieseany","0.20306546463885"
"2981","letni","0.2402964458797"
"2981","dovolena","0.22891897851048"
"2981","first","0.27880462257748"
"2981","minute","0.22306561652949"
"2981","slovensko","0.068571865137572"
"2981","typ3","0.048952067121071"
"2981","str2","0.0698490605945"
"2981","dopr1","0.019014536833087"
"2981","ubyt6","0.045286020025781"
"2981","ubytkat3","0.086898666634359"
"2981","delka6","0.053137445823077"
"2981","sleva1","0.040169711717943"
"2981","avgprice5000","0.069497812497862"
"2981","avgpricenight1200","0.061268357384213"
"2981","termin06","0.085324749599568"
"3050","hochfilzen","0.52974131994235"
"3050","svetovy","0.39074773786697"
"3050","pohar","0.38120978125094"
"3050","biatlon","0.36527095615706"
"3050","typ4","0.11338806154162"
"3050","str1","0.10600952083892"
"3050","dopr1","0.02444726164254"
"3050","ubyt7","0.059894080105134"
"3050","ubytkat0","0.067652011599797"
"3050","delka3","0.062113790602315"
"3050","sleva1","0.051646772208784"
"3050","avgprice2500","0.072567264871566"
"3050","avgpricenight1200","0.039386801175565"
"3050","termin12","0.093844277469954"
"2455","alphotel","0.52974131994235"
"2455","milano***","0.52974131994235"
"2455","andalopagganella","0.52974131994235"
"2455","italie","0.21854783232167"
"2455","typ5","0.29982161816605"
"2455","str3","0.059300487452732"
"2455","dopr1","0.02444726164254"
"2455","ubyt6","0.058224882890289"
"2455","ubytkat2","0.079032871497601"
"2455","delka9","0.089498857306405"
"2455","sleva6","0.0549064361164"
"2455","avgprice20000","0.02131603831112"
"2455","avgpricenight2500","0.040747374690261"
"2455","termin12","0.015015084395193"
"2512","hotel","0.062011384030754"
"2512","sigmunderhof***","0.48023080704521"
"2512","kronplatz","0.48023080704521"
"2512","italie","0.21854783232167"
"2512","typ5","0.29982161816605"
"2512","str2","0.089805935050071"
"2512","dopr1","0.02444726164254"
"2512","ubyt6","0.058224882890289"
"2512","ubytkat2","0.079032871497601"
"2512","delka3","0.038821119126447"
"2512","sleva6","0.0549064361164"
"2512","avgprice2500","0.090709081089457"
"2512","avgpricenight2500","0.063667772953533"
"2512","termin12","0.046922138734977"
"3076","hotel","0.057877291762037"
"3076","miramonti***","0.4944252319462"
"3076","trentino","0.4944252319462"
"3076","folgaria","0.4944252319462"
"3076","italie","0.20397797683356"
"3076","typ5","0.27983351028832"
"3076","str3","0.05534712162255"
"3076","dopr1","0.022817444199704"
"3076","ubyt6","0.054343224030937"
"3076","ubytkat2","0.073764013397761"
"3076","delka9","0.038912546654959"
"3076","sleva6","0.051246007041973"
"3076","avgprice20000","0.099474845451893"
"3076","avgpricenight2500","0.050934218362827"
"3076","termin12","0.025025140658654"
"2555","hotel","0.05425996102691"
"2555","splendor***","0.46352365494956"
"2555","val","0.3419042706336"
"2555","sole","0.42020195616456"
"2555","folgarida","0.46352365494956"
"2555","italie","0.19122935328146"
"2555","typ5","0.2623439158953"
"2555","str3","0.051887926521141"
"2555","dopr1","0.021391353937223"
"2555","ubyt6","0.050946772529003"
"2555","ubytkat2","0.069153762560401"
"2555","delka9","0.069644614751773"
"2555","sleva6","0.04804313160185"
"2555","avgprice20000","0.084779697828318"
"2555","avgpricenight2500","0.040515855515885"
"2555","termin12","0.029859542831349"
"3088","hotel","0.051068198613562"
"3088","chalet","0.43625755759958"
"3088","foss***","0.43625755759958"
"3088","val","0.32179225471398"
"3088","solepasso","0.39548419403723"
"3088","tonale","0.37163330532499"
"3088","italie","0.17998056779431"
"3088","typ5","0.24691192084263"
"3088","str3","0.048835695549309"
"3088","dopr1","0.020133038999739"
"3088","ubyt6","0.047949903556709"
"3088","ubytkat2","0.065085894174495"
"3088","delka15","0.015975905743208"
"3088","sleva6","0.045217065037035"
"3088","avgprice20000","0.084396079286108"
"3088","avgpricenight1200","0.0074852744315554"
"3088","termin12","0.020807102244469"
"3089","hotel","0.045692598759503"
"3089","adamello***","0.35385427887542"
"3089","val","0.28791938579672"
"3089","sole","0.35385427887542"
"3089","passo","0.39033570943121"
"3089","tonale","0.33251401002762"
"3089","veetne","0.39033570943121"
"3089","skipassu","0.39033570943121"
"3089","italie","0.1610352448686"
"3089","typ5","0.22092119233288"
"3089","str3","0.043695096017803"
"3089","dopr1","0.018013771736609"
"3089","ubyt6","0.042902545287582"
"3089","ubytkat2","0.058234747419285"
"3089","delka9","0.071681006995977"
"3089","sleva6","0.040457373980505"
"3089","avgprice20000","0.078532772725179"
"3089","avgpricenight2500","0.046913095860498"
"3089","termin11","0.016049834393338"
"3091","hotel","0.05425996102691"
"3091","adamello***","0.42020195616456"
"3091","val","0.3419042706336"
"3091","solepasso","0.42020195616456"
"3091","tonale","0.3948603869078"
"3091","italie","0.19122935328146"
"3091","typ5","0.2623439158953"
"3091","str3","0.051887926521141"
"3091","dopr1","0.021391353937223"
"3091","ubyt6","0.050946772529003"
"3091","ubytkat2","0.069153762560401"
"3091","delka9","0.072353016436564"
"3091","sleva6","0.04804313160185"
"3091","avgprice20000","0.083931900850035"
"3091","avgpricenight2500","0.041781976000756"
"3091","termin11","0.0047647945855224"
"727","garni","0.26914702032626"
"727","hotel","0.045692598759503"
"727","kueera","0.30562845088204"
"727","karlovy","0.22764926451761"
"727","vary","0.22764926451761"
"727","darkovy","0.39033570943121"
"727","pobyt","0.058522614566892"
"727","eeska","0.062936226794378"
"727","republika","0.062936226794378"
"727","typ3","0.046375642535751"
"727","str2","0.066172794247421"
"727","dopr1","0.018013771736609"
"727","ubyt0","0.10389267203532"
"727","ubytkat3","0.082325052600971"
"727","delka6","0.037755553611134"
"727","sleva6","0.040457373980505"
"727","avgprice10000","0.054539786436482"
"727","avgpricenight2500","0.035184821895374"
"727","termin01","0.029069570264211"
"2119","hotel","0.048231076468364"
"2119","bellevue","0.27397065718916"
"2119","tlapak","0.27397065718916"
"2119","podebrady","0.21948014313296"
"2119","tydenni","0.20993290663703"
"2119","wellness","0.1493883700267"
"2119","eeska","0.06643268383851"
"2119","republika","0.06643268383851"
"2119","typ3","0.048952067121071"
"2119","str3","0.046122601352125"
"2119","dopr1","0.019014536833087"
"2119","ubyt6","0.045286020025781"
"2119","ubytkat2","0.061470011164801"
"2119","delka9","0.07566328516242"
"2119","sleva6","0.042705005868311"
"2119","avgprice10000","0.057569774571842"
"2119","avgpricenight2500","0.049519378963859"
"2119","termin04","0.064266500840445"
"1208","hotel","0.048231076468364"
"1208","bellevue","0.27397065718916"
"1208","tlapak","0.27397065718916"
"1208","podebrady","0.21948014313296"
"1208","seniorsky","0.18839037713654"
"1208","pobyt","0.061773870931719"
"1208","eeska","0.06643268383851"
"1208","republika","0.06643268383851"
"1208","typ3","0.048952067121071"
"1208","str3","0.046122601352125"
"1208","dopr1","0.019014536833087"
"1208","ubyt6","0.045286020025781"
"1208","ubytkat2","0.061470011164801"
"1208","delka6","0.053137445823077"
"1208","sleva6","0.042705005868311"
"1208","avgprice10000","0.057569774571842"
"1208","avgpricenight2500","0.049519378963859"
"1208","termin04","0.032133250420222"
"1773","hotel","0.048231076468364"
"1773","bellevue","0.27397065718916"
"1773","tlapak","0.27397065718916"
"1773","podebrady","0.21948014313296"
"1773","odpoeinkovy","0.37351284992405"
"1773","pobyt","0.061773870931719"
"1773","eeska","0.06643268383851"
"1773","republika","0.06643268383851"
"1773","typ3","0.048952067121071"
"1773","str3","0.046122601352125"
"1773","dopr1","0.019014536833087"
"1773","ubyt6","0.045286020025781"
"1773","ubytkat2","0.061470011164801"
"1773","delka3","0.036233044518017"
"1773","sleva6","0.042705005868311"
"1773","avgprice5000","0.017374453124465"
"1773","avgpricenight2500","0.037139534222894"
"1773","termin09","0.018786017645907"
"1210","hotel","0.048231076468364"
"1210","bellevue","0.27397065718916"
"1210","tlapak","0.27397065718916"
"1210","podebrady","0.21948014313296"
"1210","hotelovy","0.2402964458797"
"1210","pobyt","0.061773870931719"
"1210","eeska","0.06643268383851"
"1210","republika","0.06643268383851"
"1210","typ3","0.048952067121071"
"1210","str3","0.046122601352125"
"1210","dopr1","0.019014536833087"
"1210","ubyt6","0.045286020025781"
"1210","ubytkat2","0.061470011164801"
"1210","delka3","0.048310726024022"
"1210","sleva6","0.042705005868311"
"1210","avgprice1200","0.12321563599595"
"1210","avgpricenight1200","0.061268357384213"
"1210","termin09","0.015028814116726"
"15","villa","0.26959794912569"
"15","lux","0.37163330532499"
"15","velky","0.20853985107559"
"15","meder","0.2178121419111"
"15","rekreaeni","0.2136581673691"
"15","pobyt","0.06540762804535"
"15","slovensko","0.072605504263312"
"15","typ3","0.051831600481133"
"15","str1","0.087301958337936"
"15","dopr1","0.020133038999739"
"15","ubyt7","0.049324536557169"
"15","ubytkat0","0.05571342131748"
"15","delka3","0.0511525334372"
"15","sleva6","0.045217065037035"
"15","avgprice500","0.15271158315223"
"15","avgpricenight600","0.12088743020491"
"15","termin02","0.06058212366238"
"540","penzion","0.19740796874391"
"540","family","0.35471083047488"
"540","velky","0.20853985107559"
"540","meder","0.2178121419111"
"540","relaxaeni","0.21501049197055"
"540","pobyt","0.06540762804535"
"540","slovensko","0.072605504263312"
"540","typ3","0.051831600481133"
"540","str1","0.087301958337936"
"540","dopr1","0.020133038999739"
"540","ubyt7","0.049324536557169"
"540","ubytkat0","0.05571342131748"
"540","delka3","0.0383644000779"
"540","sleva6","0.045217065037035"
"540","avgprice500","0.095444739470143"
"540","avgpricenight600","0.07555464387807"
"540","termin09","0.029836616261147"
"2974","penzion","0.20974596679041"
"2974","cima","0.37688025737956"
"2974","podhajska","0.26755526645399"
"2974","pobyt","0.069495604798184"
"2974","tydenni","0.23617451996666"
"2974","slovensko","0.077143348279769"
"2974","typ3","0.055071075511204"
"2974","str1","0.092758330734057"
"2974","dopr1","0.021391353937223"
"2974","ubyt7","0.052407320091993"
"2974","ubytkat0","0.059195510149822"
"2974","delka9","0.085121195807722"
"2974","sleva1","0.045190925682686"
"2974","avgprice2500","0.12699271352524"
"2974","avgpricenight300","0.20974596679041"
"2974","termin09","0.033814831762633"
"2003","penzion","0.18644085936925"
"2003","cima","0.33500467322628"
"2003","podhajska","0.23782690351465"
"2003","pobyt","0.061773870931719"
"2003","koupanim","0.41202102662183"
"2003","eimskych","0.41202102662183"
"2003","laznich","0.32260780926438"
"2003","slovensko","0.068571865137572"
"2003","typ3","0.048952067121071"
"2003","str1","0.082451849541384"
"2003","dopr1","0.019014536833087"
"2003","ubyt7","0.046584284526216"
"2003","ubytkat0","0.052618231244286"
"2003","delka9","0.07566328516242"
"2003","sleva6","0.042705005868311"
"2003","avgprice5000","0.034748906248931"
"2003","avgpricenight600","0.11417146186019"
"2003","termin04","0.032133250420222"
"2003","avgprice2500","0.056441206011218"
"2003","termin10","0.036494996793871"
"2143","hotel","0.051068198613562"
"2143","satelit","0.32179225471398"
"2143","pieseany","0.21501049197055"
"2143","relax","0.18719246909386"
"2143","pobyt","0.06540762804535"
"2143","noci","0.11193821958988"
"2143","slovensko","0.072605504263312"
"2143","typ3","0.051831600481133"
"2143","str3","0.048835695549309"
"2143","dopr1","0.020133038999739"
"2143","ubyt6","0.047949903556709"
"2143","ubytkat2","0.065085894174495"
"2143","delka9","0.080114066642562"
"2143","sleva6","0.045217065037035"
"2143","avgprice10000","0.060956231899598"
"2143","avgpricenight2500","0.052432283608792"
"2143","termin01","0.064979039414118"
"2144","hotel","0.051068198613562"
"2144","satelit","0.32179225471398"
"2144","pieseany","0.21501049197055"
"2144","relax","0.18719246909386"
"2144","pobyt","0.06540762804535"
"2144","noci","0.11193821958988"
"2144","slovensko","0.072605504263312"
"2144","typ3","0.051831600481133"
"2144","str3","0.048835695549309"
