oid;category
4168;1-?eská republika-void
4169;1-?eská republika-Praha
4169;1-?eská republika-void
4170;1-?eská republika-Praha
4170;1-?eská republika-void
4171;1-?eská republika-Jižní Morava
4171;1-?eská republika-void
4172;4-Tenis-French Open
4172;4-Tenis-void
4173;3-Slovensko-Bojnice
4173;3-Slovensko-void
4174;4-Anglie-ATP Masters Londýn
4174;4-Anglie-void
4174;4-Tenis-ATP Masters Londýn
4174;4-Tenis-void
1433;1-Chorvatsko-Plavby po Jadranu
1433;1-Chorvatsko-void
2986;3-Slovensko-Patince
2986;3-Slovensko-void
4175;4-Fotbal-Reprezentace ?R
4175;4-Fotbal-void
4175;4-Island-Reprezentace ?R
4175;4-Island-void
4177;4-Moto GP-Itálie
4177;4-Moto GP-void
4179;4-Anglie-ATP Masters Londýn
4179;4-Anglie-void
4179;4-Tenis-ATP Masters Londýn
4179;4-Tenis-void
4180;3-?eská republika-Teplice nad Be?vou
4180;3-?eská republika-void
1740;3-?eská republika-Janské lázn?
1740;3-?eská republika-void
4181;5-Itálie-void
4182;1-?eská republika-Jižní ?echy
4182;1-?eská republika-void
4183;1-?eská republika-Jižní ?echy
4183;1-?eská republika-void
4184;1-?eská republika-Jižní ?echy
4184;1-?eská republika-void
4185;1-?eská republika-Jižní ?echy
4185;1-?eská republika-void
4186;1-?eská republika-Jižní ?echy
4186;1-?eská republika-void
4191;3-Slovensko-Slia?
4191;3-Slovensko-void
4192;3-?eská republika-Františkovy Lázn?
4192;3-?eská republika-void
4192;3-?eská republika, víkendové pobyty-Františkovy Lázn?
4192;3-?eská republika, víkendové pobyty-void
4193;3-?eská republika-Františkovy Lázn?
4193;3-?eská republika-void
4193;3-?eská republika, víkendové pobyty-Františkovy Lázn?
4193;3-?eská republika, víkendové pobyty-void
4194;3-?eská republika-Františkovy Lázn?
4194;3-?eská republika-void
4194;3-?eská republika, víkendové pobyty-Františkovy Lázn?
4194;3-?eská republika, víkendové pobyty-void
4195;4-Tenis-Monaco
4195;4-Tenis-void
4196;7-Slovensko-Liptovský Mikuláš
4196;7-Slovensko-Nízké Tatry
4196;7-Slovensko-void
4199;7-?eská republika-Jeseníky
4199;7-?eská republika-void
2923;7-?eská republika-Krkonoše
2923;7-?eská republika-void
4200;7-?eská republika-Krkonoše
4200;7-?eská republika-void
4201;7-?eská republika-Krkonoše
4201;7-?eská republika-void
456;4-Formule 1-Itálie
456;4-Formule 1-void
456;4-Itálie-Itálie
456;4-Itálie-void
2201;3-?eská republika-Luha?ovice
2201;3-?eská republika-void
4203;3-?eská republika-Karlovy Vary
4203;3-?eská republika-void
4204;3-?eská republika-Karlovy Vary
4204;3-?eská republika-void
4205;4-Atletika-void
4206;4-Hokej-void
4206;4-Kanada-void
4207;3-Slovensko-Velký Meder
4207;3-Slovensko-void
4208;1-?eská republika-Jižní Morava
4208;1-?eská republika-void
4209;1-?eská republika-Jižní Morava
4209;1-?eská republika-void
4210;1-?eská republika-Jižní Morava
4210;1-?eská republika-void
4211;7-?eská republika-Šumava
4211;7-?eská republika-void
4212;7-?eská republika-Šumava
4212;7-?eská republika-void
4213;7-?eská republika-Šumava
4213;7-?eská republika-void
4214;7-?eská republika-Šumava
4214;7-?eská republika-void
4216;7-Slovensko-Vysoké Tatry
4216;7-Slovensko-void
4217;7-Slovensko-Vysoké Tatry
4217;7-Slovensko-void
3545;4-Chorvatsko-Red Bull Air Race
3545;4-Chorvatsko-void
3545;4-Letectví-Red Bull Air Race
3545;4-Letectví-void
3636;7-Itálie-void
403;4-Hokej-Stanley Cup
403;4-Hokej-void
403;4-USA-Stanley Cup
403;4-USA-void
422;4-Hokej-Stanley Cup
422;4-Hokej-void
422;4-USA-Stanley Cup
422;4-USA-void
4163;4-Hokej-Stanley Cup
4163;4-Hokej-void
4218;7-?eská republika-Krkonoše
4218;7-?eská republika-void
4219;7-?eská republika-Krkonoše
4219;7-?eská republika-void
4220;4-Hokej-MS 2015
4220;4-Hokej-void
4221;4-Hokej-MS 2015
4221;4-Hokej-void
4222;4-Hokej-MS 2015
4222;4-Hokej-void
4223;7-Slovensko-Vysoké Tatry
4223;7-Slovensko-void
4224;2-Austrálie-void
4225;1-Slovensko-Jižní Slovensko
4225;1-Slovensko-void
4226;1-Slovensko-Jižní Slovensko
4226;1-Slovensko-void
4227;4-Hokej-MS 2015
4227;4-Hokej-void
4228;3-Slovensko-Rajecké Teplice
4228;3-Slovensko-void
4230;3-Slovensko-Rajecké Teplice
4230;3-Slovensko-void
4231;3-Slovensko-Rajecké Teplice
4231;3-Slovensko-void
4232;3-Slovensko-Rajecké Teplice
4232;3-Slovensko-void
4233;4-Tenis-French Open
4233;4-Tenis-void
4234;4-Tenis-French Open
4234;4-Tenis-void
4235;1-?eská republika-?eské Švýcarsko
4235;1-?eská republika-void
3493;7-Slovensko-Vysoké Tatry
3493;7-Slovensko-void
3492;7-Slovensko-Vysoké Tatry
3492;7-Slovensko-void
3494;7-Slovensko-Nízké Tatry
3494;7-Slovensko-void
4236;2-Brazílie-void
4237;4-Hokej-MS 2015
4237;4-Hokej-void
4238;4-Hokej-MS 2015
4238;4-Hokej-void
4240;7-Slovensko-Malá Fatra
4240;7-Slovensko-void
4241;7-Slovensko-Malá Fatra
4241;7-Slovensko-void
4243;7-Slovensko-Malá Fatra
4243;7-Slovensko-void
4244;7-Slovensko-Malá Fatra
4244;7-Slovensko-void
4245;3-?eská republika-Luha?ovice
4245;3-?eská republika-void
3697;7-Slovensko-Vysoké Tatry
3697;7-Slovensko-void
441;4-Hokej-Stanley Cup
441;4-Hokej-void
441;4-USA-Stanley Cup
441;4-USA-void
4249;7-Slovensko-Vysoké Tatry
4249;7-Slovensko-void
4250;7-Slovensko-Vysoké Tatry
4250;7-Slovensko-void
4252;7-Slovensko-Vysoké Tatry
4252;7-Slovensko-void
4253;7-Slovensko-Nízké Tatry
4253;7-Slovensko-void
4254;7-Slovensko-Liptovský Mikuláš
4254;7-Slovensko-Nízké Tatry
4254;7-Slovensko-void
4247;3-Slovensko-Beše?ová
4247;3-Slovensko-void
4248;3-Slovensko-Beše?ová
4248;3-Slovensko-void
4256;3-Slovensko-Beše?ová
4256;3-Slovensko-void
4257;3-Slovensko-Beše?ová
4257;3-Slovensko-void
4260;3-Slovensko-Velký Meder
4260;3-Slovensko-void
4261;4-Hokej-MS 2015
4261;4-Hokej-void
4262;4-Hokej-MS 2015
4262;4-Hokej-void
1131;6-?eská republika-void
4264;3-?eská republika-Luha?ovice
4264;3-?eská republika-void
4265;3-?eská republika-Luha?ovice
4265;3-?eská republika-void
4266;4-Hokej-MS 2015
4266;4-Hokej-void
2289;4-Fotbal-Liga mistr?
2289;4-Fotbal-void
4270;2-Brazílie-void
4271;4-Hokej-MS 2015
4271;4-Hokej-void
4190;7-Itálie-void
4273;4-Tenis-US Open
4273;4-Tenis-void
4273;4-USA-US Open
4273;4-USA-void
617;3-Slovensko-Tur?ianské Teplice
617;3-Slovensko-void
618;3-Slovensko-Tur?ianské Teplice
618;3-Slovensko-void
4275;7-Slovensko-Nízké Tatry
4275;7-Slovensko-void
4277;4-Fotbal-void
4278;7-Slovensko-Nízké Tatry
4278;7-Slovensko-void
4279;7-Slovensko-Nízké Tatry
4279;7-Slovensko-void
4280;7-Slovensko-Vysoké Tatry
4280;7-Slovensko-void
4281;7-Slovensko-Vysoké Tatry
4281;7-Slovensko-void
347;4-Formule 1-Brazílie
347;4-Formule 1-void
855;4-Brazílie-Brazílie
855;4-Brazílie-void
855;4-Formule 1-Brazílie
855;4-Formule 1-void
4282;3-Slovensko-Kúpele Lú?ky
4282;3-Slovensko-void
4283;3-Slovensko-Kúpele Lú?ky
4283;3-Slovensko-void
4285;3-Slovensko-Tren?ianské Teplice
4285;3-Slovensko-void
4286;4-Fotbal-Audi Cup
4286;4-Fotbal-void
4287;4-Olympijské hry-void
858;4-Formule 1-Spojené Arabské Emiráty
858;4-Formule 1-void
858;4-Spojené Arabské Emiráty-Spojené Arabské Emiráty
858;4-Spojené Arabské Emiráty-void
4288;2-Brazílie-void
4289;3-?eská republika-Libverda
4289;3-?eská republika-void
4290;3-?eská republika-Libverda
4290;3-?eská republika-void
4291;3-Slovensko-Slia?
4291;3-Slovensko-void
4292;3-Slovensko-Slia?
4292;3-Slovensko-void
4293;3-Slovensko-Slia?
4293;3-Slovensko-void
4294;4-Hokej-MS 2016
4294;4-Hokej-void
4295;3-?eská republika-Janské lázn?
4295;3-?eská republika-void
4295;3-?eská republika, víkendové pobyty-Janské lázn?
4295;3-?eská republika, víkendové pobyty-void
1163;4-Formule 1-Spojené Arabské Emiráty
1163;4-Formule 1-void
4296;3-Slovensko-Pieš?any
4296;3-Slovensko-void
4297;3-Slovensko-Tur?ianské Teplice
4297;3-Slovensko-void
4298;3-Slovensko-Tur?ianské Teplice
4298;3-Slovensko-void
4299;3-Slovensko-Tur?ianské Teplice
4299;3-Slovensko-void
4300;3-Slovensko-Tur?ianské Teplice
4300;3-Slovensko-void
4301;3-Slovensko-Tur?ianské Teplice
4301;3-Slovensko-void
4302;3-Slovensko-Tur?ianské Teplice
4302;3-Slovensko-void
4303;3-Slovensko-Tur?ianské Teplice
4303;3-Slovensko-void
1639;4-Fotbal-Audi Cup
1639;4-Fotbal-void
4304;3-Slovensko-Rajecké Teplice
4304;3-Slovensko-void
2320;6-?eská republika-void
4305;3-?eská republika-Libverda
4305;3-?eská republika-void
2838;3-?eská republika-Teplice nad Be?vou
2838;3-?eská republika-void
4306;4-Formule 1-Rakousko
4306;4-Formule 1-void
477;7-Slovensko-Malá Fatra
477;7-Slovensko-void
388;6-N?mecko-void
4307;4-Formule 1-Singapur
4307;4-Formule 1-WTA Singapur
4307;4-Formule 1-void
4307;4-Indonésie-Singapur
4307;4-Indonésie-WTA Singapur
4307;4-Indonésie-void
4307;4-Tenis-Singapur
4307;4-Tenis-WTA Singapur
4307;4-Tenis-void
4308;4-Formule 1-Singapur
4308;4-Formule 1-WTA Singapur
4308;4-Formule 1-void
4308;4-Malajsie-Singapur
4308;4-Malajsie-WTA Singapur
4308;4-Malajsie-void
4308;4-Tenis-Singapur
4308;4-Tenis-WTA Singapur
4308;4-Tenis-void
4310;4-Formule 1-Singapur
4310;4-Formule 1-WTA Singapur
4310;4-Formule 1-void
4310;4-Malajsie-Singapur
4310;4-Malajsie-WTA Singapur
4310;4-Malajsie-void
4310;4-Tenis-Singapur
4310;4-Tenis-WTA Singapur
4310;4-Tenis-void
4311;4-Formule 1-Rakousko
4311;4-Formule 1-void
4312;4-Anglie-ATP Masters Londýn
4312;4-Anglie-void
4312;4-Tenis-ATP Masters Londýn
4312;4-Tenis-void
4314;3-Slovensko-Tren?ianské Teplice
4314;3-Slovensko-void
408;2-Holandsko-Amsterdam
408;2-Holandsko-void
4315;1-?eská republika-Jižní ?echy
4315;1-?eská republika-void
4316;1-?eská republika-Jižní ?echy
4316;1-?eská republika-void
4317;4-Formule 1-Singapur
4317;4-Formule 1-WTA Singapur
4317;4-Formule 1-void
4317;4-Indonésie-Singapur
4317;4-Indonésie-WTA Singapur
4317;4-Indonésie-void
4317;4-Tenis-Singapur
4317;4-Tenis-WTA Singapur
4317;4-Tenis-void
4284;4-Fotbal-Audi Cup
4284;4-Fotbal-void
4321;3-Ma?arsko-Bükfürdö
4321;3-Ma?arsko-void
4322;4-Biatlon-void
4315;1-?eská republika-?eský Krumlov
4315;1-?eská republika-void
4316;1-?eská republika-?eský Krumlov
4316;1-?eská republika-void
1637;1-?eská republika-?eskomoravská vrchovina
1637;1-?eská republika-void
4323;7-Slovensko-Vysoké Tatry
4323;7-Slovensko-void
4324;4-Tenis-void
2362;3-Slovensko-Štúrovo
2362;3-Slovensko-void
4326;4-Anglie-Premier League
4326;4-Anglie-Velká Británie
4326;4-Anglie-void
4326;4-Fotbal-Premier League
4326;4-Fotbal-Velká Británie
4326;4-Fotbal-void
4327;3-Slovensko-Štúrovo
4327;3-Slovensko-void
4328;8-Indonésie-Bali
4328;8-Indonésie-void
4329;8-Indonésie-Bali
4329;8-Indonésie-void
4330;8-Indonésie-Bali
4330;8-Indonésie-void
4331;8-Indonésie-Bali
4331;8-Indonésie-void
4332;8-Indonésie-Bali
4332;8-Indonésie-void
4333;3-Slovensko-Tur?ianské Teplice
4333;3-Slovensko-void
4334;4-Brazílie-Brazílie
4334;4-Brazílie-void
4334;4-Formule 1-Brazílie
4334;4-Formule 1-void
3802;4-Tenis-Pa?íž
3802;4-Tenis-void
4336;1-?eská republika-Jižní ?echy
4336;1-?eská republika-void
4337;7-Slovensko-Nízké Tatry
4337;7-Slovensko-void
4338;4-Moto GP-Malajsie
4338;4-Moto GP-void
4339;7-?eská republika-Krkonoše
4339;7-?eská republika-void
4340;7-?eská republika-Krkonoše
4340;7-?eská republika-void
4341;7-?eská republika-Krkonoše
4341;7-?eská republika-void
3293;3-Slovensko-Dudince
3293;3-Slovensko-void
577;5-Francie-Vysoké Alpy
577;5-Francie-void
4343;3-Slovensko-Dudince
4343;3-Slovensko-void
3291;3-Slovensko-Dudince
3291;3-Slovensko-void
4344;3-Slovensko-Dudince
4344;3-Slovensko-void
4345;3-Slovensko-Dudince
4345;3-Slovensko-void
4346;2-Nepál-void
4347;4-Hokej-void
4347;4-Hokej-NHL
4347;4-Hokej-void
4351;3-?eská republika-T?ebo?
4351;3-?eská republika-void
4352;4-Moto GP-Malajsie
4352;4-Moto GP-void
4353;4-Moto GP-Malajsie
4353;4-Moto GP-void
4354;3-?eská republika-Luha?ovice
4354;3-?eská republika-void
4355;3-?eská republika-Luha?ovice
4355;3-?eská republika-void
4357;3-Slovensko-Patince
4357;3-Slovensko-void
4358;7-?eská republika-Krkonoše
4358;7-?eská republika-void
3177;4-Krasobruslení-void
4360;4-Krasobruslení-void
4361;3-Slovensko-Slia?
4361;3-Slovensko-void
4363;7-?eská republika-Krkonoše
4363;7-?eská republika-void
4365;7-?eská republika-Krkonoše
4365;7-?eská republika-void
4366;4-Hokej-NHL
4366;4-Hokej-void
4366;4-USA-NHL
4366;4-USA-void
4367;4-Tenis-void
4368;4-Hokej-NHL
4368;4-Hokej-void
4368;4-USA-NHL
4368;4-USA-void
4369;1-?eská republika-Jižní Morava
4369;1-?eská republika-void
4370;4-Tenis-Australian Open
4370;4-Tenis-void
4371;4-Fotbal-void
4372;3-Slovensko-Pieš?any
4372;3-Slovensko-void
4373;3-?eská republika-Janské lázn?
4373;3-?eská republika-void
4373;3-?eská republika, víkendové pobyty-Janské lázn?
4373;3-?eská republika, víkendové pobyty-void
4375;4-Hokej-NHL
4375;4-Hokej-void
4377;4-Hokej-NHL
4377;4-Hokej-void
4377;4-USA-NHL
4377;4-USA-void
4378;1-?eská republika-Jižní Morava
4378;1-?eská republika-void
1511;4-Formule 1-Ma?arsko
1511;4-Formule 1-void
4379;1-?eská republika-Jižní Morava
4379;1-?eská republika-void
4380;1-?eská republika-Jižní Morava
4380;1-?eská republika-void
4376;4-Hokej-NHL
4376;4-Hokej-void
4382;4-Hokej-NHL s pr?vodcem
4382;4-Hokej-void
4382;4-USA-NHL s pr?vodcem
4382;4-USA-void
4381;4-Formule 1-Singapur
4381;4-Formule 1-WTA Singapur
4381;4-Formule 1-void
4381;4-Malajsie-Singapur
4381;4-Malajsie-WTA Singapur
4381;4-Malajsie-void
4381;4-Tenis-Singapur
4381;4-Tenis-WTA Singapur
4381;4-Tenis-void
4383;4-Tenis-Madrid
4383;4-Tenis-void
4384;4-Hokej-NHL
4384;4-Hokej-void
4384;4-USA-NHL
4384;4-USA-void
4383;4-Špan?lsko-Madrid
4383;4-Špan?lsko-void
4383;4-Tenis-Madrid
4383;4-Tenis-void
4385;4-Tenis-Monaco
4385;4-Tenis-void
4386;4-Hokej-NHL
4386;4-Hokej-void
4386;4-USA-NHL
4386;4-USA-void
2273;4-Tenis-Australian Open
2273;4-Tenis-void
2273;4-Austrálie-Australian Open
2273;4-Austrálie-void
2273;4-Tenis-Australian Open
2273;4-Tenis-void
4387;4-Austrálie-Australian Open
4387;4-Austrálie-void
4387;4-Tenis-Australian Open
4387;4-Tenis-void
4389;4-Hokej-NHL
4389;4-Hokej-void
4389;4-USA-NHL
4389;4-USA-void
4390;4-Austrálie-Australian Open
4390;4-Austrálie-void
4390;4-Tenis-Australian Open
4390;4-Tenis-void
4391;4-Hokej-NHL
4391;4-Hokej-void
4391;4-USA-NHL
4391;4-USA-void
4392;4-Hokej-NHL
4392;4-Hokej-void
4392;4-USA-NHL
4392;4-USA-void
4394;4-Fotbal-Liga mistr?
4394;4-Fotbal-Liga mistr? - Viktoria Plze?
4394;4-Fotbal-void
4395;4-Hokej-MS 2016
4395;4-Hokej-void
4395;4-Rusko-MS 2016
4395;4-Rusko-void
1751;2-Rusko-void
4396;4-Fotbal-Špan?lská liga
4396;4-Fotbal-void
4398;3-?eská republika-Jáchymov
4398;3-?eská republika-void
4398;3-?eská republika, víkendové pobyty-Jáchymov
4398;3-?eská republika, víkendové pobyty-void
4399;3-?eská republika-Jáchymov
4399;3-?eská republika-void
4399;3-?eská republika, víkendové pobyty-Jáchymov
4399;3-?eská republika, víkendové pobyty-void
4400;7-?eská republika-Krkonoše
4400;7-?eská republika-void
4401;7-?eská republika-Krkonoše
4401;7-?eská republika-void
4403;7-?eská republika-Krkonoše
4403;7-?eská republika-void
4404;3-Slovensko-Tren?ianské Teplice
4404;3-Slovensko-void
4405;4-Tenis-void
4406;4-Formule 1-Rusko
4406;4-Formule 1-void
4409;4-Formule 1-Rusko
4409;4-Formule 1-void
4410;4-Hokej-MS 2016
4410;4-Hokej-void
4410;4-Rusko-MS 2016
4410;4-Rusko-void
4411;4-Hokej-MS 2016
4411;4-Hokej-void
4411;4-Rusko-MS 2016
4411;4-Rusko-void
4412;4-Hokej-MS 2016
4412;4-Hokej-void
4412;4-Rusko-MS 2016
4412;4-Rusko-void
4413;4-Hokej-MS 2016
4413;4-Hokej-void
4413;4-Rusko-MS 2016
4413;4-Rusko-void
4414;3-Slovensko-Štúrovo
4414;3-Slovensko-void
4416;3-Slovensko-Štúrovo
4416;3-Slovensko-void
4417;4-Hokej-NHL s pr?vodcem
4417;4-Hokej-void
4417;4-USA-NHL s pr?vodcem
4417;4-USA-void
1696;3-?eská republika-Karlova Studánka
1696;3-?eská republika-void
4421;7-Slovensko-Nízké Tatry
4421;7-Slovensko-void
4422;7-Slovensko-Nízké Tatry
4422;7-Slovensko-void
4423;7-Slovensko-Nízké Tatry
4423;7-Slovensko-void
4424;7-Slovensko-Nízké Tatry
4424;7-Slovensko-void
4425;3-?eská republika-void
4426;4-Krasobruslení-void
4426;4-Slovensko-void
4428;4-Dostihy-Spojené Arabské Emiráty
4428;4-Dostihy-void
4429;4-Dostihy-void
4430;3-?eská republika-Jáchymov
4430;3-?eská republika-void
4431;3-?eská republika-Jáchymov
4431;3-?eská republika-void
4432;3-?eská republika-void
4433;3-?eská republika-Jáchymov
4433;3-?eská republika-void
4433;3-?eská republika, víkendové pobyty-Jáchymov
4433;3-?eská republika, víkendové pobyty-void
4434;3-?eská republika-Jáchymov
4434;3-?eská republika-void
4434;3-?eská republika, víkendové pobyty-Jáchymov
4434;3-?eská republika, víkendové pobyty-void
4435;3-?eská republika-Jáchymov
4435;3-?eská republika-void
4435;3-?eská republika, víkendové pobyty-Jáchymov
4435;3-?eská republika, víkendové pobyty-void
4436;3-?eská republika-Jáchymov
4436;3-?eská republika-void
4436;3-?eská republika, víkendové pobyty-Jáchymov
4436;3-?eská republika, víkendové pobyty-void
4437;3-?eská republika-Jáchymov
4437;3-?eská republika-void
4437;3-?eská republika, víkendové pobyty-Jáchymov
4437;3-?eská republika, víkendové pobyty-void
4393;4-Hokej-NHL
4393;4-Hokej-void
4440;4-Indie-Davis Cup
4440;4-Indie-void
4440;4-Tenis-Davis Cup
4440;4-Tenis-void
4441;4-Krasobruslení-void
4441;4-Slovensko-void
4442;4-Tenis-Wimbledon
4442;4-Tenis-void
4443;4-Anglie-Wimbledon
4443;4-Anglie-void
4443;4-Tenis-Wimbledon
4443;4-Tenis-void
4307;4-Formule 1-WTA Singapur
4307;4-Formule 1-void
4307;4-Indonésie-WTA Singapur
4307;4-Indonésie-void
4307;4-Tenis-WTA Singapur
4307;4-Tenis-void
4308;4-Formule 1-WTA Singapur
4308;4-Formule 1-void
4308;4-Malajsie-WTA Singapur
4308;4-Malajsie-void
4308;4-Tenis-WTA Singapur
4308;4-Tenis-void
4310;4-Formule 1-WTA Singapur
4310;4-Formule 1-void
4310;4-Malajsie-WTA Singapur
4310;4-Malajsie-void
4310;4-Tenis-WTA Singapur
4310;4-Tenis-void
4317;4-Formule 1-WTA Singapur
4317;4-Formule 1-void
4317;4-Indonésie-WTA Singapur
4317;4-Indonésie-void
4317;4-Tenis-WTA Singapur
4317;4-Tenis-void
4381;4-Formule 1-WTA Singapur
4381;4-Formule 1-void
4381;4-Malajsie-WTA Singapur
4381;4-Malajsie-void
4381;4-Tenis-WTA Singapur
4381;4-Tenis-void
4444;4-Hokej-NHL
4444;4-Hokej-void
4444;4-USA-NHL
4444;4-USA-void
4447;4-Hokej-NHL
4447;4-Hokej-void
4310;4-Austrálie-WTA Singapur
4310;4-Austrálie-void
4310;4-Formule 1-WTA Singapur
4310;4-Formule 1-void
4310;4-Tenis-WTA Singapur
4310;4-Tenis-void
4317;4-Formule 1-WTA Singapur
4317;4-Formule 1-void
4317;4-Spojené Arabské Emiráty-WTA Singapur
4317;4-Spojené Arabské Emiráty-void
4317;4-Tenis-WTA Singapur
4317;4-Tenis-void
4388;3-Autokarem do termál?-Ma?arsko - Sárvár
4388;3-Autokarem do termál?-void
4450;3-?eská republika-Luha?ovice
4450;3-?eská republika-void
4452;3-?eská republika-Janské lázn?
4452;3-?eská republika-void
4453;3-?eská republika-void
4454;4-Hokej-NHL
4454;4-Hokej-void
4455;3-Slovensko-Dudince
4455;3-Slovensko-void
4456;3-Slovensko-Dudince
4456;3-Slovensko-void
4457;3-Slovensko-Slia?
4457;3-Slovensko-void
4458;2-Brazílie-void
4459;4-Fotbal-Itálie
4459;4-Fotbal-italská Serie A
4459;4-Fotbal-void
4459;4-Itálie-Itálie
4459;4-Itálie-italská Serie A
4459;4-Itálie-void
4460;3-Slovensko-Pieš?any
4460;3-Slovensko-void
4418;5-Itálie-void
4462;1-?eská republika-Jižní ?echy
4462;1-?eská republika-void
4463;1-?eská republika-Jižní ?echy
4463;1-?eská republika-void
4464;1-?eská republika-Jižní ?echy
4464;1-?eská republika-void
4465;3-Slovensko-Pieš?any
4465;3-Slovensko-void
4466;3-Slovensko-Pieš?any
4466;3-Slovensko-void
2993;4-Fotbal-Špan?lská liga
2993;4-Fotbal-void
2993;4-Špan?lsko-Špan?lská liga
2993;4-Špan?lsko-void
352;4-Anglie-Premier League
352;4-Anglie-void
352;4-Fotbal-Premier League
352;4-Fotbal-void
343;4-Anglie-Premier League
343;4-Anglie-void
343;4-Fotbal-Premier League
343;4-Fotbal-void
571;4-Fotbal-Špan?lská liga
571;4-Fotbal-void
571;4-Špan?lsko-Špan?lská liga
571;4-Špan?lsko-void
365;4-Fotbal-Špan?lská liga
365;4-Fotbal-void
365;4-Špan?lsko-Špan?lská liga
365;4-Špan?lsko-void
1750;4-Fotbal-italská Serie A
1750;4-Fotbal-void
1752;4-Fotbal-italská Serie A
1752;4-Fotbal-void
908;4-Fotbal-italská Serie A
908;4-Fotbal-void
908;4-Itálie-italská Serie A
908;4-Itálie-void
4459;4-Fotbal-italská Serie A
4459;4-Fotbal-void
4459;4-Itálie-italská Serie A
4459;4-Itálie-void
4467;7-?eská republika-Jeseníky
4467;7-?eská republika-void
4468;7-?eská republika-Jeseníky
4468;7-?eská republika-void
1839;7-?eská republika-Šumava
1839;7-?eská republika-void
573;5-Rakousko-Zell am See
573;5-Rakousko-void
4472;5-Rakousko-void
4475;4-Hokej-NHL s pr?vodcem
4475;4-Hokej-void
4475;4-USA-NHL s pr?vodcem
4475;4-USA-void
4476;2-Belgie-void
4476;2-Holandsko-void
4476;2-N?mecko-void
4477;2-Indonésie-void
4477;2-Singapur-void
4479;7-Slovensko-Nízké Tatry
4479;7-Slovensko-void
4480;4-Hokej-NHL
4480;4-Hokej-void
4481;3-Slovensko-Pieš?any
4481;3-Slovensko-void
4482;7-Slovensko-Nízké Tatry
4482;7-Slovensko-void
4483;4-Hokej-NHL
4483;4-Hokej-void
4484;1-Itálie-Adriatická riviéra
4484;1-Itálie-void
4485;7-?eská republika-Krkonoše
4485;7-?eská republika-void
4487;7-?eská republika-Krkonoše
4487;7-?eská republika-void
4493;8-Mexiko-Mayská riviéra
4493;8-Mexiko-void
4494;7-?eská republika-Šumava
4494;7-?eská republika-void
4496;8-Spojené Arabské Emiráty-void
4497;4-Biatlon-MS 2016, Oslo
4497;4-Biatlon-void
4498;4-Biatlon-MS 2016, Oslo
4498;4-Biatlon-void
4497;4-Biatlon-MS 2016, Oslo
4497;4-Biatlon-void
4497;4-Norsko-MS 2016, Oslo
4497;4-Norsko-void
4498;4-Biatlon-MS 2016, Oslo
4498;4-Biatlon-void
4498;4-Norsko-MS 2016, Oslo
4498;4-Norsko-void
4499;4-Fotbal-Liga mistr?
4499;4-Fotbal-void
4499;4-N?mecko-Liga mistr?
4499;4-N?mecko-void
4500;4-Biatlon-MS 2016, Oslo
4500;4-Biatlon-void
4500;4-Norsko-MS 2016, Oslo
4500;4-Norsko-void
464;4-Fotbal-Liga mistr?
464;4-Fotbal-void
464;4-Špan?lsko-Liga mistr?
464;4-Špan?lsko-void
4501;4-Biatlon-MS 2016, Oslo
4501;4-Biatlon-void
4501;4-Norsko-MS 2016, Oslo
4501;4-Norsko-void
463;4-Anglie-Liga mistr?
463;4-Anglie-void
463;4-Fotbal-Liga mistr?
463;4-Fotbal-void
4503;4-Fotbal-Liga mistr?
4503;4-Fotbal-void
4503;4-N?mecko-Liga mistr?
4503;4-N?mecko-void
4504;2-?eská republika-void
4504;2-Polsko-void
466;4-Fotbal-Liga mistr?
466;4-Fotbal-void
466;4-Špan?lsko-Liga mistr?
466;4-Špan?lsko-void
4506;2-Itálie-void
4508;3-?eská republika-Františkovy Lázn?
4508;3-?eská republika-void
2508;3-Autokarem do termál?-Ma?arsko - Bükfürdö
2508;3-Autokarem do termál?-void
2508;3-Ma?arsko-Ma?arsko - Bükfürdö
2508;3-Ma?arsko-void
2524;3-Autokarem do termál?-Slovensko - Velký Meder
2524;3-Autokarem do termál?-void
4509;4-Tenis-Fed Cup
4509;4-Tenis-void
2490;3-Autokarem do termál?-Slovensko - Velký Meder
2490;3-Autokarem do termál?-void
4512;3-Ma?arsko-Bükfürdö
4512;3-Ma?arsko-void
4514;3-Autokarem do termál?-Ma?arsko - Sárvár
4514;3-Autokarem do termál?-void
2508;3-Autokarem do termál?-Vánoce v termálech - Ma?arsko
2508;3-Autokarem do termál?-void
2508;3-Ma?arsko-Vánoce v termálech - Ma?arsko
2508;3-Ma?arsko-void
2524;3-Autokarem do termál?-Vánoce v termálech - Slovensko
2524;3-Autokarem do termál?-void
2490;3-Autokarem do termál?-Vánoce v termálech - Slovensko
2490;3-Autokarem do termál?-void
4514;3-Autokarem do termál?-Vánoce v termálech - Ma?arsko
4514;3-Autokarem do termál?-void
4515;3-Autokarem do termál?-Silvestr v termálech - Slovensko
4515;3-Autokarem do termál?-void
4517;3-Autokarem do termál?-Silvestr v termálech - Slovensko
4517;3-Autokarem do termál?-void
4420;5-Itálie-void
4518;6-N?mecko-void
4519;1-?eská republika-Ž?árské Vrchy
4519;1-?eská republika-void
4520;4-Fotbal-Portugalská liga
4520;4-Fotbal-void
4521;3-Ma?arsko-Bükfürdö
4521;3-Ma?arsko-void
