oid;category
2523;3-Autokarem do termál?-Slovensko - Podhájska
2523;3-Autokarem do termál?-void
2521;3-Autokarem do termál?-Slovensko - Podhájska
2521;3-Autokarem do termál?-void
2516;3-Autokarem do termál?-Slovensko - Podhájska
2516;3-Autokarem do termál?-void
2107;1-?eská republika-?eský Ráj
2107;1-?eská republika-void
3475;3-Slovensko-Bojnice
3475;3-Slovensko-void
3476;3-Slovensko-Bojnice
3476;3-Slovensko-void
2384;2-Itálie-void
3007;2-Itálie-void
305;3-Slovensko-Horné Saliby
305;3-Slovensko-void
331;3-Slovensko-Podhájska
331;3-Slovensko-void
598;3-?eská republika-Karlova Studánka
598;3-?eská republika-void
598;3-?eská republika, víkendové pobyty-Karlova Studánka
598;3-?eská republika, víkendové pobyty-void
871;7-Slovensko-Vysoké Tatry
871;7-Slovensko-void
28;7-Slovensko-Vysoké Tatry
28;7-Slovensko-void
2915;7-Autokarem do Tater-Vysoké Tatry
2915;7-Autokarem do Tater-void
2915;7-Slovensko-Vysoké Tatry
2915;7-Slovensko-void
1938;7-Slovensko-Vysoké Tatry
1938;7-Slovensko-void
872;7-Slovensko-Vysoké Tatry
872;7-Slovensko-void
869;7-Slovensko-Vysoké Tatry
869;7-Slovensko-void
1596;7-Slovensko-Nízké Tatry
1596;7-Slovensko-void
867;7-Slovensko-Nízké Tatry
867;7-Slovensko-void
868;7-Slovensko-Nízké Tatry
868;7-Slovensko-void
3524;7-Slovensko-Vysoké Tatry
3524;7-Slovensko-void
3531;7-Slovensko-Vysoké Tatry
3531;7-Slovensko-void
3532;7-Slovensko-Nízké Tatry
3532;7-Slovensko-void
3541;4-Brazílie-Brazílie
3541;4-Brazílie-void
3541;4-Formule 1-Brazílie
3541;4-Formule 1-void
2946;4-Formule 1-Brazílie
2946;4-Formule 1-void
773;7-?eská republika-Šumava
773;7-?eská republika-void
3554;3-?eská republika-Lázn? Bohdane?
3554;3-?eská republika-void
3555;3-?eská republika-Lázn? Bohdane?
3555;3-?eská republika-void
3556;3-Slovensko-Dudince
3556;3-Slovensko-void
3557;3-Slovensko-Dudince
3557;3-Slovensko-void
21;7-Slovensko-Nízké Tatry
21;7-Slovensko-void
44;3-Slovensko-Tur?ianské Teplice
44;3-Slovensko-void
3559;3-?eská republika-Karlova Studánka
3559;3-?eská republika-void
3560;3-?eská republika-Karlova Studánka
3560;3-?eská republika-void
3561;3-?eská republika-Jáchymov
3561;3-?eská republika-void
3561;3-?eská republika, víkendové pobyty-Jáchymov
3561;3-?eská republika, víkendové pobyty-void
3562;3-?eská republika-Mariánské Lázn?
3562;3-?eská republika-void
3562;3-?eská republika, víkendové pobyty-Mariánské Lázn?
3562;3-?eská republika, víkendové pobyty-void
242;1-?eská republika-Beskydy
242;1-?eská republika-void
3563;1-?eská republika-Beskydy
3563;1-?eská republika-void
3564;1-?eská republika-Beskydy
3564;1-?eská republika-void
3565;1-?eská republika-Beskydy
3565;1-?eská republika-void
18;7-Slovensko-Malá Fatra
18;7-Slovensko-void
906;7-Slovensko-Nízké Tatry
906;7-Slovensko-void
23;7-Slovensko-Nízké Tatry
23;7-Slovensko-void
787;7-Slovensko-Vysoké Tatry
787;7-Slovensko-void
260;7-Slovensko-Malá Fatra
260;7-Slovensko-void
1903;7-Slovensko-Vysoké Tatry
1903;7-Slovensko-void
26;7-Slovensko-Vysoké Tatry
26;7-Slovensko-void
264;7-Slovensko-Kremnické vrchy
264;7-Slovensko-void
2630;7-?eská republika-Krkonoše
2630;7-?eská republika-void
221;7-?eská republika-Krkonoše
221;7-?eská republika-void
3022;7-?eská republika-Krkonoše
3022;7-?eská republika-void
337;1-?eská republika-?eský Ráj
337;1-?eská republika-void
704;1-?eská republika-Jižní ?echy
704;1-?eská republika-void
198;7-?eská republika-Šumava
198;7-?eská republika-void
788;7-Slovensko-Nízké Tatry
788;7-Slovensko-void
374;7-?eská republika-Šumava
374;7-?eská republika-void
233;1-?eská republika-Jeseníky
233;1-?eská republika-void
820;1-?eská republika-Jeseníky
820;1-?eská republika-void
381;7-Slovensko-Malá Fatra
381;7-Slovensko-void
479;7-Slovensko-Vysoké Tatry
479;7-Slovensko-void
3186;7-Slovensko-Nízké Tatry
3186;7-Slovensko-void
261;7-Slovensko-Nízké Tatry
261;7-Slovensko-void
3025;7-Slovensko-Malá Fatra
3025;7-Slovensko-void
19;7-Slovensko-Malá Fatra
19;7-Slovensko-void
2102;7-?eská republika-Beskydy
2102;7-?eská republika-void
1408;4-Anglie-ATP Masters Londýn
1408;4-Anglie-void
1408;4-Tenis-ATP Masters Londýn
1408;4-Tenis-void
3584;1-?eská republika-?eský Ráj
3584;1-?eská republika-void
3585;1-?eská republika-?eský Ráj
3585;1-?eská republika-void
1461;4-Anglie-ATP Masters Londýn
1461;4-Anglie-void
1461;4-Tenis-ATP Masters Londýn
1461;4-Tenis-void
3595;3-?eská republika-Janské lázn?
3595;3-?eská republika-void
1700;3-?eská republika-Janské lázn?
1700;3-?eská republika-void
1702;3-?eská republika-Janské lázn?
1702;3-?eská republika-void
1912;3-?eská republika-Janské lázn?
1912;3-?eská republika-void
2731;7-?eská republika-Krkonoše
2731;7-?eská republika-void
3603;3-?eská republika-Janské lázn?
3603;3-?eská republika-void
3604;7-Slovensko-Nízké Tatry
3604;7-Slovensko-void
3606;7-Slovensko-Nízké Tatry
3606;7-Slovensko-void
3605;7-Slovensko-Nízké Tatry
3605;7-Slovensko-void
3607;7-Slovensko-Nízké Tatry
3607;7-Slovensko-void
3611;7-Slovensko-Vysoké Tatry
3611;7-Slovensko-void
3612;3-Slovensko-Bojnice
3612;3-Slovensko-void
3614;3-Slovensko-Bojnice
3614;3-Slovensko-void
2200;3-?eská republika-Luha?ovice
2200;3-?eská republika-void
3566;1-?eská republika-Jižní ?echy
3566;1-?eská republika-void
3622;3-Slovensko-Nový Smokovec
3622;3-Slovensko-void
725;6-Polsko-void
3628;3-?eská republika-Pod?brady
3628;3-?eská republika-void
3629;3-?eská republika-Konstantinovy Lázn?
3629;3-?eská republika-void
3326;2-Špan?lsko-void
1449;7-Rakousko-Zell am See
1449;7-Rakousko-void
1582;7-Rakousko-void
3045;3-Slovensko-Tren?ianské Teplice
3045;3-Slovensko-void
3640;7-Rakousko-void
3021;2-Itálie-void
3643;4-Fotbal-Reprezentace ?R
3643;4-Fotbal-void
3643;4-Kazachstán-Reprezentace ?R
3643;4-Kazachstán-void
3645;7-Itálie-void
3646;7-Slovensko-Vysoké Tatry
3646;7-Slovensko-void
2046;8-Mexiko-Mayská riviéra
2046;8-Mexiko-void
1281;8-Mexiko-Mayská riviéra
1281;8-Mexiko-void
3341;2-Rusko-void
2047;8-Mexiko-Mayská riviéra
2047;8-Mexiko-void
2090;8-Mexiko-Mayská riviéra
2090;8-Mexiko-void
2091;8-Mexiko-Mayská riviéra
2091;8-Mexiko-void
3648;7-Slovensko-Vysoké Tatry
3648;7-Slovensko-void
2313;2-Itálie-void
3653;3-?eská republika-Karlovy Vary
3653;3-?eská republika-void
3064;4-Formule 1-Spojené Arabské Emiráty
3064;4-Formule 1-void
3064;4-Spojené Arabské Emiráty-Spojené Arabské Emiráty
3064;4-Spojené Arabské Emiráty-void
1759;2-Indie-void
1687;6-N?mecko-void
3660;2-Nepál-void
3399;7-Slovensko-Nízké Tatry
3399;7-Slovensko-void
3663;3-Slovensko-Nízké Tatry
3663;3-Slovensko-void
3664;7-?eská republika-Krkonoše
3664;7-?eská republika-void
3665;7-?eská republika-Krkonoše
3665;7-?eská republika-void
1647;7-Slovensko-Vysoké Tatry
1647;7-Slovensko-void
1649;7-Slovensko-Nízké Tatry
1649;7-Slovensko-void
632;2-Holandsko-void
3661;2-Nepál-void
3670;3-Slovensko-Rajecké Teplice
3670;3-Slovensko-void
3673;3-Slovensko-Rajecké Teplice
3673;3-Slovensko-void
3674;4-Moto GP-Valencie
3674;4-Moto GP-void
3674;4-Špan?lsko-Valencie
3674;4-Špan?lsko-void
3666;2-Nepál-void
3676;2-Nepál-void
3678;2-Nepál-void
3679;2-Nepál-void
1223;2-Holandsko-void
1243;2-Holandsko-void
1716;3-?eská republika-Jáchymov
1716;3-?eská republika-void
1716;3-?eská republika, víkendové pobyty-Jáchymov
1716;3-?eská republika, víkendové pobyty-void
3687;3-Ma?arsko-Hevíz
3687;3-Ma?arsko-void
3688;3-Slovensko-Rajecké Teplice
3688;3-Slovensko-void
2211;3-Slovensko-Tren?ianské Teplice
2211;3-Slovensko-void
3691;3-Švýcarsko-void
3693;3-Švýcarsko-void
818;7-?eská republika-Šumava
818;7-?eská republika-void
3696;7-Slovensko-Vysoké Tatry
3696;7-Slovensko-void
3700;1-?eská republika-Jižní ?echy
3700;1-?eská republika-void
3701;1-?eská republika-Jižní ?echy
3701;1-?eská republika-void
3012;7-Slovensko-Vysoké Tatry
3012;7-Slovensko-void
3707;4-Formule 1-Japonsko
3707;4-Formule 1-void
3707;4-Japonsko-Japonsko
3707;4-Japonsko-void
3709;4-Formule 1-Rusko
3709;4-Formule 1-void
3709;4-Rusko-Rusko
3709;4-Rusko-void
3710;4-Formule 1-USA
3710;4-Formule 1-void
3710;4-USA-USA
3710;4-USA-void
3711;4-Moto GP-Špan?lsko
3711;4-Moto GP-void
3711;4-Špan?lsko-Špan?lsko
3711;4-Špan?lsko-void
2081;8-Spojené Arabské Emiráty-void
2083;8-Spojené Arabské Emiráty-void
3713;4-Fotbal-Reprezentace ?R
3713;4-Fotbal-void
3713;4-Turecko-Reprezentace ?R
3713;4-Turecko-void
447;1-?eská republika-Lipno
447;1-?eská republika-void
2082;8-Spojené Arabské Emiráty-void
2032;8-Spojené Arabské Emiráty-void
1952;8-Spojené Arabské Emiráty-void
1761;8-Spojené Arabské Emiráty-void
2085;8-Indonésie-Bali
2085;8-Indonésie-void
2084;8-Indonésie-Bali
2084;8-Indonésie-void
2087;8-Indonésie-Bali
2087;8-Indonésie-void
1970;8-Indonésie-Bali
1970;8-Indonésie-void
2086;8-Indonésie-Bali
2086;8-Indonésie-void
3714;4-Autosalon-void
3714;4-Francie-void
1960;3-Slovensko-Dunajská Streda
1960;3-Slovensko-void
2978;3-?eská republika-Pod?brady
2978;3-?eská republika-void
3720;3-?eská republika-Slatinice
3720;3-?eská republika-void
3721;3-?eská republika-Slatinice
3721;3-?eská republika-void
3722;3-?eská republika-Slatinice
3722;3-?eská republika-void
3723;3-?eská republika-Slatinice
3723;3-?eská republika-void
3724;3-?eská republika-Slatinice
3724;3-?eská republika-void
3725;3-?eská republika-Slatinice
3725;3-?eská republika-void
1320;3-?eská republika-Libverda
1320;3-?eská republika-void
1016;3-?eská republika-Libverda
1016;3-?eská republika-void
22;7-Slovensko-Nízké Tatry
22;7-Slovensko-void
142;5-Francie-Savojské Alpy
142;5-Francie-void
3730;3-?eská republika-T?ebo?
3730;3-?eská republika-void
3731;4-Hokej-NHL s pr?vodcem
3731;4-Hokej-void
3731;4-USA-NHL s pr?vodcem
3731;4-USA-void
2867;3-?eská republika-T?ebo?
2867;3-?eská republika-void
567;5-Francie-Savojské Alpy
567;5-Francie-void
3732;3-?eská republika-Mariánské Lázn?
3732;3-?eská republika-void
403;4-Hokej-NHL
403;4-Hokej-void
403;4-USA-NHL
403;4-USA-void
409;4-Hokej-NHL
409;4-Hokej-void
409;4-USA-NHL
409;4-USA-void
563;4-Anglie-Premier League
563;4-Anglie-void
563;4-Fotbal-Premier League
563;4-Fotbal-void
1228;4-Anglie-Premier League
1228;4-Anglie-void
1228;4-Fotbal-Premier League
1228;4-Fotbal-void
343;4-Anglie-Premier League
343;4-Anglie-Velká Británie
343;4-Anglie-void
343;4-Fotbal-Premier League
343;4-Fotbal-Velká Británie
343;4-Fotbal-void
583;5-Francie-Savojské Alpy
583;5-Francie-void
420;4-Hokej-NHL
420;4-Hokej-void
420;4-USA-NHL
420;4-USA-void
358;4-Anglie-Premier League
358;4-Anglie-void
358;4-Fotbal-Premier League
358;4-Fotbal-void
859;4-Anglie-Premier League
859;4-Anglie-void
859;4-Fotbal-Premier League
859;4-Fotbal-void
10;5-Francie-Savojské Alpy
10;5-Francie-void
3737;4-Anglie-Premier League
3737;4-Anglie-void
3737;4-Fotbal-Premier League
3737;4-Fotbal-void
422;4-Hokej-NHL
422;4-Hokej-void
422;4-USA-NHL
422;4-USA-void
1402;4-Hokej-NHL
1402;4-Hokej-void
3279;5-Francie-Savojské Alpy
3279;5-Francie-void
359;4-Anglie-Premier League
359;4-Anglie-void
359;4-Fotbal-Premier League
359;4-Fotbal-void
440;4-Hokej-NHL
440;4-Hokej-void
440;4-USA-NHL
440;4-USA-void
1280;4-Fotbal-Nizozemská liga
1280;4-Fotbal-void
354;4-Anglie-Premier League
354;4-Anglie-void
354;4-Fotbal-Premier League
354;4-Fotbal-void
352;4-Anglie-Premier League
352;4-Anglie-Velká Británie
352;4-Anglie-void
352;4-Fotbal-Premier League
352;4-Fotbal-Velká Británie
352;4-Fotbal-void
2089;5-Francie-void
2349;2-Francie-void
581;4-Fotbal-Bundesliga
581;4-Fotbal-void
581;4-N?mecko-Bundesliga
581;4-N?mecko-void
3077;4-Fotbal-Bundesliga
3077;4-Fotbal-void
3077;4-N?mecko-Bundesliga
3077;4-N?mecko-void
3747;4-Fotbal-Bundesliga
3747;4-Fotbal-void
3748;4-Fotbal-Bundesliga
3748;4-Fotbal-void
3079;4-Fotbal-Bundesliga
3079;4-Fotbal-void
3079;4-N?mecko-Bundesliga
3079;4-N?mecko-void
3749;5-Francie-void
3750;4-Fotbal-Reprezentace ?R
3750;4-Fotbal-void
3750;4-Island-Reprezentace ?R
3750;4-Island-void
3391;2-Ma?arsko-void
425;4-Hokej-NHL
425;4-Hokej-void
425;4-USA-NHL
425;4-USA-void
3751;4-Fotbal-Bundesliga
3751;4-Fotbal-void
3752;4-Fotbal-Bundesliga
3752;4-Fotbal-void
3753;4-Fotbal-Bundesliga
3753;4-Fotbal-void
3754;4-Fotbal-Bundesliga
3754;4-Fotbal-void
3755;4-Fotbal-Bundesliga
3755;4-Fotbal-void
3756;4-Fotbal-Bundesliga
3756;4-Fotbal-void
3757;4-Fotbal-Bundesliga
3757;4-Fotbal-void
3760;4-Fotbal-Bundesliga
3760;4-Fotbal-void
3761;4-Fotbal-Bundesliga
3761;4-Fotbal-void
3762;4-Fotbal-Bundesliga
3762;4-Fotbal-void
3764;4-Fotbal-Bundesliga
3764;4-Fotbal-void
3767;3-Slovensko-Rajecké Teplice
3767;3-Slovensko-void
429;4-Hokej-NHL
429;4-Hokej-void
439;4-Hokej-NHL
439;4-Hokej-void
439;4-USA-NHL
439;4-USA-void
585;4-Hokej-NHL
585;4-Hokej-void
585;4-USA-NHL
585;4-USA-void
3768;2-USA-void
203;7-?eská republika-Krušné hory
203;7-?eská republika-void
441;4-Hokej-NHL
441;4-Hokej-void
441;4-USA-NHL
441;4-USA-void
3769;4-Hokej-NHL
3769;4-Hokej-void
3770;7-?eská republika-Krkonoše
3770;7-?eská republika-void
3092;4-Hokej-NHL
3092;4-Hokej-void
3092;4-USA-NHL
3092;4-USA-void
1703;3-?eská republika-Janské lázn?
1703;3-?eská republika-void
3771;7-?eská republika-Jižní ?echy
3771;7-?eská republika-Šumava
3771;7-?eská republika-void
47;7-?eská republika-Jižní ?echy
47;7-?eská republika-Šumava
47;7-?eská republika-void
3772;7-?eská republika-Šumava
3772;7-?eská republika-void
3773;7-?eská republika-Šumava
3773;7-?eská republika-void
1033;5-Rakousko-void
1213;7-Slovensko-Kremnické vrchy
1213;7-Slovensko-void
3779;3-Slovensko-Pieš?any
3779;3-Slovensko-void
3780;5-Rakousko-void
2354;3-Ma?arsko-Bükfürdö
2354;3-Ma?arsko-void
2438;3-Ma?arsko-Bükfürdö
2438;3-Ma?arsko-void
1255;4-Dostihy-void
2843;3-?eská republika-Luha?ovice
2843;3-?eská republika-void
365;4-Fotbal-Špan?lská liga
365;4-Fotbal-Špan?lsko
365;4-Fotbal-void
365;4-Špan?lsko-Špan?lská liga
365;4-Špan?lsko-Špan?lsko
365;4-Špan?lsko-void
571;4-Fotbal-Špan?lská liga
571;4-Fotbal-Špan?lsko
571;4-Fotbal-void
571;4-Špan?lsko-Špan?lská liga
571;4-Špan?lsko-Špan?lsko
571;4-Špan?lsko-void
3191;2-N?mecko-void
389;6-Rakousko-void
300;6-N?mecko-void
3782;6-N?mecko-void
1750;4-Fotbal-Itálie
1750;4-Fotbal-italská Serie A
1750;4-Fotbal-void
1752;4-Fotbal-Itálie
1752;4-Fotbal-italská Serie A
1752;4-Fotbal-void
908;4-Fotbal-Itálie
908;4-Fotbal-italská Serie A
908;4-Fotbal-void
908;4-Itálie-Itálie
908;4-Itálie-italská Serie A
908;4-Itálie-void
569;5-Rakousko-void
587;4-Fotbal-Itálie
587;4-Fotbal-italská Serie A
587;4-Fotbal-void
587;4-Itálie-Itálie
587;4-Itálie-italská Serie A
587;4-Itálie-void
566;6-Rakousko-void
386;6-N?mecko-void
387;6-N?mecko-void
1;2-Anglie-Anglie
1;2-Anglie-void
1;2-Skotsko-Anglie
1;2-Skotsko-void
100;2-Anglie-void
100;2-Skotsko-void
98;2-Portugalsko-void
1323;2-Anglie-void
3783;4-Rugby-void
3184;6-?eská republika-void
2067;6-N?mecko-void
385;6-N?mecko-void
302;6-N?mecko-void
3784;6-?eská republika-void
1979;2-Ma?arsko-void
3190;2-N?mecko-void
3785;6-Rakousko-void
3786;6-?eská republika-void
3788;4-Házená-void
332;4-Formule 1-Ma?arsko
332;4-Formule 1-void
332;4-Ma?arsko-Ma?arsko
332;4-Ma?arsko-void
383;4-Formule 1-Špan?lsko
383;4-Formule 1-void
383;4-Špan?lsko-Špan?lsko
383;4-Špan?lsko-void
54;2-?eská republika-void
1326;2-Slovensko-void
395;2-?eská republika-void
395;2-N?mecko-void
3790;4-Fotbal-Francouzská liga
3790;4-Fotbal-void
1258;3-?eská republika-Pod?brady
1258;3-?eská republika-void
3792;3-?eská republika-Pod?brady
3792;3-?eská republika-void
3793;4-Chorvatsko-red bull air race
3793;4-Chorvatsko-void
3793;4-Letectví-red bull air race
3793;4-Letectví-void
3798;4-Formule 1-Rakousko
3798;4-Formule 1-void
3799;4-Hokej-void
1487;4-Tenis-Madrid
1487;4-Tenis-void
3802;4-Tenis-void
3804;4-Hokej-NHL s pr?vodcem
3804;4-Hokej-void
3803;4-Tenis-WTA Singapur
3803;4-Tenis-void
318;2-Rakousko-void
3805;4-Krasobruslení-void
3126;2-Holandsko-void
3126;2-Skotsko-void
3127;2-Holandsko-void
3127;2-Skotsko-void
3808;3-Ma?arsko-Mosonmagyaróvár
3808;3-Ma?arsko-void
1801;3-Slovensko-Pieš?any
1801;3-Slovensko-void
3810;3-Slovensko-Pieš?any
3810;3-Slovensko-void
465;4-Anglie-Liga mistr?
465;4-Anglie-void
465;4-Fotbal-Liga mistr?
465;4-Fotbal-void
466;4-Fotbal-Liga mistr?
466;4-Fotbal-Špan?lsko
466;4-Fotbal-void
466;4-Špan?lsko-Liga mistr?
466;4-Špan?lsko-Špan?lsko
466;4-Špan?lsko-void
3811;2-?eská republika-void
448;4-Fotbal-Liga mistr?
448;4-Fotbal-void
448;4-N?mecko-Liga mistr?
448;4-N?mecko-void
3813;4-Fotbal-Liga mistr?
3813;4-Fotbal-void
3813;4-N?mecko-Liga mistr?
3813;4-N?mecko-void
3814;4-Fotbal-Liga mistr?
3814;4-Fotbal-void
3814;4-N?mecko-Liga mistr?
3814;4-N?mecko-void
3815;4-Fotbal-Liga mistr?
3815;4-Fotbal-void
3815;4-N?mecko-Liga mistr?
3815;4-N?mecko-void
3817;4-Formule 1-Rakousko
3817;4-Formule 1-void
464;4-Fotbal-Liga mistr?
464;4-Fotbal-Špan?lsko
464;4-Fotbal-void
464;4-Špan?lsko-Liga mistr?
464;4-Špan?lsko-Špan?lsko
464;4-Špan?lsko-void
3;2-Itálie-void
2571;6-?eská republika-void
3818;4-Fotbal-Liga mistr?
3818;4-Fotbal-void
1259;3-?eská republika-Pod?brady
1259;3-?eská republika-void
3133;3-?eská republika-Lázn? Mšené
3133;3-?eská republika-void
3096;3-?eská republika-Teplice nad Be?vou
3096;3-?eská republika-void
1784;3-?eská republika-Pod?brady
1784;3-?eská republika-void
1362;3-?eská republika-Pod?brady
1362;3-?eská republika-void
665;3-?eská republika-Pod?brady
665;3-?eská republika-void
1361;3-?eská republika-Pod?brady
1361;3-?eská republika-void
3733;3-Letecky do termál?-Hevíz
3733;3-Letecky do termál?-void
3733;3-Ma?arsko-Hevíz
3733;3-Ma?arsko-void
3299;4-Biatlon-void
3819;8-Spojené Arabské Emiráty-void
2399;3-?eská republika-Luha?ovice
2399;3-?eská republika-void
697;4-Fotbal-Liga mistr?
697;4-Fotbal-void
697;4-Itálie-Liga mistr?
697;4-Itálie-void
3820;3-?eská republika-Jáchymov
3820;3-?eská republika-void
3822;3-?eská republika-Jáchymov
3822;3-?eská republika-void
3823;3-?eská republika-Luha?ovice
3823;3-?eská republika-void
588;4-Fotbal-Itálie
588;4-Fotbal-italská Serie A
588;4-Fotbal-void
588;4-Itálie-Itálie
588;4-Itálie-italská Serie A
588;4-Itálie-void
457;4-Anglie-Wimbledon
457;4-Anglie-void
457;4-Tenis-Wimbledon
457;4-Tenis-void
3824;8-Spojené Arabské Emiráty-void
1111;4-Tenis-Wimbledon
1111;4-Tenis-void
1789;3-?eská republika-Konstantinovy Lázn?
1789;3-?eská republika-void
1305;3-Slovensko-Velký Meder
1305;3-Slovensko-void
3316;3-?eská republika-Janské lázn?
3316;3-?eská republika-void
3074;4-Hokej-NHL
3074;4-Hokej-NHL s pr?vodcem
3074;4-Hokej-void
48;2-N?mecko-void
49;2-N?mecko-void
107;2-Ma?arsko-void
107;2-Rakousko-void
107;2-Slovensko-void
64;2-Rakousko-void
1659;3-Ma?arsko-Zalakaros
1659;3-Ma?arsko-void
3158;3-Ma?arsko-Zalakaros
3158;3-Ma?arsko-void
1767;3-?eská republika-Františkovy Lázn?
1767;3-?eská republika-void
3826;4-Krasobruslení-void
3825;2-Itálie-void
3831;4-Biatlon-void
3832;3-Autokarem do termál?-Slovensko - Velký Meder
3832;3-Autokarem do termál?-void
3304;4-Biatlon-void
1808;3-?eská republika-Mariánské Lázn?
1808;3-?eská republika-void
3833;3-?eská republika-Slatinice
3833;3-?eská republika-void
3834;4-Fotbal-Bundesliga
3834;4-Fotbal-void
3834;4-N?mecko-Bundesliga
3834;4-N?mecko-void
3835;4-Fotbal-Bundesliga
3835;4-Fotbal-void
3835;4-N?mecko-Bundesliga
3835;4-N?mecko-void
3836;3-Slovensko-Nový Smokovec
3836;3-Slovensko-void
2993;4-Fotbal-Špan?lská liga
2993;4-Fotbal-Špan?lsko
2993;4-Fotbal-void
1785;3-Slovensko-Velký Meder
1785;3-Slovensko-void
56;2-Slovensko-void
3837;3-Slovensko-Velký Meder
3837;3-Slovensko-void
3838;2-?ecko-void
1694;3-?eská republika-Karlova Studánka
1694;3-?eská republika-void
3839;3-?eská republika-Slatinice
3839;3-?eská republika-void
3840;2-Slovensko-void
3841;3-?eská republika-Janské lázn?
3841;3-?eská republika-void
1838;3-Ma?arsko-Bükfürdö
1838;3-Ma?arsko-void
1771;3-?eská republika-Františkovy Lázn?
1771;3-?eská republika-void
3148;3-Slovensko-Pieš?any
3148;3-Slovensko-void
1321;7-Slovensko-Vysoké Tatry
1321;7-Slovensko-void
886;7-Slovensko-Vysoké Tatry
886;7-Slovensko-void
3842;4-Fotbal-Bundesliga
3842;4-Fotbal-void
1343;7-Slovensko-Vysoké Tatry
1343;7-Slovensko-void
3843;7-Slovensko-Vysoké Tatry
3843;7-Slovensko-void
3848;3-Slovensko-Rajecké Teplice
3848;3-Slovensko-void
3849;4-Fotbal-Bundesliga
3849;4-Fotbal-void
1834;7-?eská republika-Šumava
1834;7-?eská republika-void
3830;3-Slovensko-Velký Meder
3830;3-Slovensko-void
3850;3-Slovensko-Velký Meder
3850;3-Slovensko-void
3851;7-?eská republika-Šumava
3851;7-?eská republika-void
3853;2-Itálie-void
3854;2-Francie-void
3855;2-Itálie-void
3856;2-Špan?lsko-void
3857;2-Itálie-void
3858;7-Slovensko-Vysoké Tatry
3858;7-Slovensko-void
3859;2-Anglie-void
2649;2-Francie-void
3860;2-Itálie-void
2610;2-Itálie-void
3861;2-?ecko-void
3862;2-Skotsko-void
1334;7-Slovensko-Nízké Tatry
1334;7-Slovensko-void
3863;1-?eská republika-Lipno
3863;1-?eská republika-void
1000;3-Ma?arsko-Bükfürdö
1000;3-Ma?arsko-void
1003;3-Ma?arsko-Bükfürdö
1003;3-Ma?arsko-void
3864;7-?eská republika-Šumava
3864;7-?eská republika-void
3865;7-?eská republika-Krkonoše
3865;7-?eská republika-void
942;7-Slovensko-Nízké Tatry
942;7-Slovensko-void
943;7-Slovensko-Nízké Tatry
943;7-Slovensko-void
2002;3-Slovensko-Patince
2002;3-Slovensko-void
189;7-?eská republika-Šumava
189;7-?eská republika-void
3117;3-Slovensko-Tren?ianské Teplice
3117;3-Slovensko-void
1247;7-?eská republika-Krkonoše
1247;7-?eská republika-void
3179;7-?eská republika-Krkonoše
3179;7-?eská republika-void
3180;7-?eská republika-Krkonoše
3180;7-?eská republika-void
1249;7-?eská republika-Krkonoše
1249;7-?eská republika-void
1478;7-?eská republika-Jeseníky
1478;7-?eská republika-void
1860;7-?eská republika-Jeseníky
1860;7-?eská republika-void
3214;3-Slovensko-Dunajská Streda
3214;3-Slovensko-void
3219;3-Slovensko-Dunajská Streda
3219;3-Slovensko-void
3226;3-Slovensko-Dudince
3226;3-Slovensko-void
3244;3-Slovensko-Slia?
3244;3-Slovensko-void
1635;7-?eská republika-Krkonoše
1635;7-?eská republika-void
2863;7-?eská republika-Krkonoše
2863;7-?eská republika-void
17;2-Ma?arsko-Bük
17;2-Ma?arsko-void
3866;7-?eská republika-Krkonoše
3866;7-?eská republika-void
3867;7-?eská republika-Krkonoše
3867;7-?eská republika-void
3869;7-?eská republika-Šumava
3869;7-?eská republika-void
3870;7-?eská republika-Šumava
3870;7-?eská republika-void
3871;7-?eská republika-Krkonoše
3871;7-?eská republika-void
3872;7-?eská republika-Krkonoše
3872;7-?eská republika-void
3873;3-?eská republika-Slatinice
3873;3-?eská republika-void
959;2-Rakousko-void
3874;3-?eská republika-Slatinice
3874;3-?eská republika-void
3875;3-?eská republika-Slatinice
3875;3-?eská republika-void
3876;7-?eská republika-Krkonoše
3876;7-?eská republika-void
3877;7-?eská republika-Krkonoše
3877;7-?eská republika-void
3878;7-?eská republika-Krkonoše
3878;7-?eská republika-void
3879;4-Formule 1-Spojené Arabské Emiráty
3879;4-Formule 1-void
3879;4-Spojené Arabské Emiráty-Spojené Arabské Emiráty
3879;4-Spojené Arabské Emiráty-void
657;2-Itálie-void
84;2-Špan?lsko-void
3880;3-Slovensko-Patince
3880;3-Slovensko-void
1918;3-Slovensko-Beše?ová
1918;3-Slovensko-void
2101;3-Slovensko-Beše?ová
2101;3-Slovensko-void
3881;3-Slovensko-Tur?ianské Teplice
3881;3-Slovensko-void
1863;7-?eská republika-Jeseníky
1863;7-?eská republika-void
3882;3-Slovensko-Dunajská Streda
3882;3-Slovensko-void
2542;4-Tenis-Monaco
2542;4-Tenis-void
3883;3-?eská republika-Luha?ovice
3883;3-?eská republika-void
3885;3-?eská republika-Luha?ovice
3885;3-?eská republika-void
6;2-Francie-void
3886;3-Slovensko-Tren?ianské Teplice
3886;3-Slovensko-void
3188;7-?eská republika-Krkonoše
3188;7-?eská republika-void
3189;7-?eská republika-Krkonoše
3189;7-?eská republika-void
1711;3-?eská republika-Jáchymov
1711;3-?eská republika-void
3074;4-Hokej-NHL s pr?vodcem
3074;4-Hokej-void
